id_geo_region;iso;name_ru;name_en;timezone;okato;id_geo_country
668248;RO-SJ;Сэлаж;"Judetul Salaj";Europe/Bucharest;"";184
669737;RO-PH;Прахова;Prahova;Europe/Bucharest;"";184
671857;RO-OT;Олт;Olt;Europe/Bucharest;"";184
672460;RO-NT;Нямц;"Judetul Neamt";Europe/Bucharest;"";184
672628;RO-MS;Муреш;"Judetul Mures";Europe/Bucharest;"";184
673612;RO-MH;Мехединци;"Judetul Mehedinti";Europe/Bucharest;"";184
673887;RO-MM;Марамуреш;"Judetul Maramures";Europe/Bucharest;"";184
675809;RO-IS;Яссы;"Judetul Iasi";Europe/Bucharest;"";184
675848;RO-IL;Яломица;"Judetul Ialomita";Europe/Bucharest;"";184
675917;RO-HD;Хунедоара;Hunedoara;Europe/Bucharest;"";184
676309;RO-HR;Харгита;Harghita;Europe/Bucharest;"";184
676898;RO-GJ;Горж;Gorj;Europe/Bucharest;"";184
677104;RO-GR;Джурджу;Giurgiu;Europe/Bucharest;"";184
677692;RO-GL;Галац;"Judetul Galati";Europe/Bucharest;"";184
679134;RO-DJ;Долж;Dolj;Europe/Bucharest;"";184
679385;RO-DB;Дымбовица;"Judetul Dambovita";Europe/Bucharest;"";184
680428;RO-CV;Ковасна;Covasna;Europe/Bucharest;"";184
680962;RO-CT;Констанца;Constanta;Europe/Bucharest;"";184
681291;RO-CJ;Клуж;"Judetul Cluj";Europe/Bucharest;"";184
682714;RO-CS;Караш-Северин;"Judetul Caras-Severin";Europe/Bucharest;"";184
683016;RO-CL;Кэлэраши;"Judetul Calarasi";Europe/Bucharest;"";184
683121;RO-BZ;Бузэу;"Judetul Buzau";Europe/Bucharest;"";184
683504;RO-B;Бухарест;Bucuresti;Europe/Bucharest;"";184
683843;RO-BV;Брашов;"Judetul Brasov";Europe/Bucharest;"";184
683901;RO-BR;Брэила;"Judetul Braila";Europe/Bucharest;"";184
684038;RO-BT;Ботошани;"Judetul Botosani";Europe/Bucharest;"";184
684647;RO-BN;Бистрица-Нэсэуд;"Judetul Bistrita-Nasaud";Europe/Bucharest;"";184
684878;RO-BH;Бихор;Bihor;Europe/Bucharest;"";184
685947;RO-BC;Бакэу;"Judetul Bacau";Europe/Bucharest;"";184
686192;RO-AG;Арджеш;"Judetul Arges";Europe/Bucharest;"";184
686253;RO-AR;Арад;Arad;Europe/Bucharest;"";184
686581;RO-AB;Алба;"Judetul Alba";Europe/Bucharest;"";184
686966;UA-18;"Житомирская область";"Zhytomyrs\\\\\\\\\\\\\\\\\\\\\\'ka Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Kiev;"18";222
687699;UA-23;"Запорожская область";"Zaporiz\\\\\\\\\\\\\\\\\\\\\\'ka Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Zaporozhye;"23";222
687869;UA-21;"Закарпатская область";"Zakarpattia Oblast";Europe/Uzhgorod;"21";222
689064;UA-07;"Волынская область";"Volyns\\\\\\\\\\\\\\\\\\\\\\'ka Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Uzhgorod;"70";222
689559;UA-05;"Винницкая область";"Vinnyts\\\\\\\\\\\\\\\\\\\\\\'ka Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Kiev;"50";222
691649;UA-61;"Тернопольская область";"Ternopil\\\\\\\\\\\\\\\\\\\\\\'s\\\\\\\\\\\\\\\\\\\\\\'ka Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Uzhgorod;"61";222
692196;UA-59;"Сумская область";"Sums\\\\\\\\\\\\\\\\\\\\\\'ka Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Kiev;"59";222
694422;RU_CR;Севастополь;"Sevastopol\\\\\\\\\\\\\\\\\\\\\\'";Europe/Simferopol;"85";185
695592;UA-56;"Ровненская область";"Rivnens\\\\\\\\\\\\\\\\\\\\\\'ka Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Kiev;"56";222
696634;UA-53;"Полтавская область";"Poltavs\\\\\\\\\\\\\\\\\\\\\\'ka Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Kiev;"53";222
698738;UA-51;"Одесская область";"Odes\\\\\\\\\\\\\\\\\\\\\\'ka Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Kiev;"51";222
700567;UA-48;"Николаевская область";"Mykolayivs\\\\\\\\\\\\\\\\\\\\\\'ka Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Zaporozhye;"48";222
702549;UA-46;"Львовская область";"L\\\\\\\\\\\\\\\\\\\\\\'vivs\\\\\\\\\\\\\\\\\\\\\\'ka Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Uzhgorod;"46";222
702657;UA-09;"Луганская область";"Luhans\\\\\\\\\\\\\\\\\\\\\\'ka Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Zaporozhye;"44";222
703446;UA-32;"Киевская область";"Kyiv Oblast";Europe/Kiev;"32";222
703447;UA-30;Киев;Kyiv;Europe/Kiev;"80";222
703883;RU-CR;"Крымский федеральный округ";"Avtonomna Respublika Krym";Europe/Simferopol;"10";185
705811;UA-35;"Кировоградская область";"Kirovohrads\\\\\\\\\\\\\\\\\\\\\\'ka Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Kiev;"35";222
706370;UA-68;"Хмельницкая область";"Khmel\\\\\\\\\\\\\\\\\\\\\\'nyts\\\\\\\\\\\\\\\\\\\\\\'ka Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Kiev;"68";222
706442;UA-65;"Херсонская область";"Khersons\\\\\\\\\\\\\\\\\\\\\\'ka Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Zaporozhye;"65";222
706482;UA-63;"Харьковская область";"Kharkivs\\\\\\\\\\\\\\\\\\\\\\'ka Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Zaporozhye;"63";222
707470;UA-26;"Ивано-Франковская область";"Ivano-Frankivs\\\\\\\\\\\\\\\\\\\\\\'ka Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Uzhgorod;"26";222
709716;UA-14;"Донецкая область";"Donets\\\\\\\\\\\\\\\\\\\\\\'ka Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Zaporozhye;"14";222
709929;UA-12;"Днепропетровская область";"Dnipropetrovska Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Zaporozhye;"12";222
710720;UA-77;"Черновицкая область";"Chernivets\\\\\\\\\\\\\\\\\\\\\\'ka Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Uzhgorod;"73";222
710734;UA-74;"Черниговская область";"Chernihivs\\\\\\\\\\\\\\\\\\\\\\'ka Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Kiev;"74";222
710802;UA-71;"Черкасская область";"Cherkas\\\\\\\\\\\\\\\\\\\\\\'ka Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Kiev;"71";222
715593;HU-SZ;Сабольч-Сатмар-Берег;"Szabolcs-Szatmar-Bereg megye";Europe/Budapest;"";99
719637;HU-JN;Яс-Надькун-Сольнок;"Jasz-Nagykun-Szolnok megye";Europe/Budapest;"";99
720002;HU-HE;Хевеш;"Heves megye";Europe/Budapest;"";99
720293;HU-HB;Хайду-Бихар;"Hajdu-Bihar megye";Europe/Budapest;"";99
721589;HU-CS;Чонград;"Csongrad megye";Europe/Budapest;"";99
722064;HU-BZ;Боршод-Абауй-Земплен;"Borsod-Abauj Zemplen county";Europe/Budapest;"";99
722433;HU-BE;Бекеш;"Bekes County";Europe/Budapest;"";99
725713;BG-06;Врачанская;"Oblast Vratsa";Europe/Sofia;"";24
726051;BG-03;Варненская;Varna;Europe/Sofia;"";24
726419;BG-08;Добричская;"Oblast Dobrich";Europe/Sofia;"";24
727012;BG-23;Софийская;Sofiya;Europe/Sofia;"";24
727524;BG-18;Русенская;"Oblast Ruse";Europe/Sofia;"";24
728194;BG-16;Пловдивская;Plovdiv;Europe/Sofia;"";24
728204;BG-15;Плевенская;"Oblast Pleven";Europe/Sofia;"";24
728331;BG-14;Перникская;Pernik;Europe/Sofia;"";24
728379;BG-13;Пазарджикская;Pazardzhik;Europe/Sofia;"";24
729560;BG-11;Ловечская;Lovech;Europe/Sofia;"";24
730436;BG-26;Хасковская;"Oblast Khaskovo";Europe/Sofia;"";24
731061;BG-22;София;Sofiya-Grad;Europe/Sofia;"";24
732771;BG-02;Бургасская;Burgas;Europe/Sofia;"";24
733192;BG-01;Благоевградская;Blagoevgrad;Europe/Sofia;"";24
737021;TR-67;Зонгулдак;Zonguldak;Europe/Istanbul;"";217
738647;TR-61;Трабзон;Trabzon;Europe/Istanbul;"";217
738742;TR-60;Токат;Tokat;Europe/Istanbul;"";217
738926;TR-59;Текирдаг;Tekirdag;Europe/Istanbul;"";217
739598;TR-57;Синоп;Sinop;Europe/Istanbul;"";217
740263;TR-55;Самсун;Samsun;Europe/Istanbul;"";217
740352;TR-54;Сакарья;Sakarya;Europe/Istanbul;"";217
740481;TR-53;Ризе;Rize;Europe/Istanbul;"";217
741098;TR-52;Орду;Ordu;Europe/Istanbul;"";217
742865;TR-41;Коджаэли;Kocaeli;Europe/Istanbul;"";217
743165;TR-39;Кыркларели;Kirklareli;Europe/Istanbul;"";217
743881;TR-37;Кастамону;Kastamonu;Europe/Istanbul;"";217
743942;TR-36;Карс;Kars;Europe/Istanbul;"";217
745042;TR-34;Стамбул;Istanbul;Europe/Istanbul;"";217
746423;TR-29;Гюмюшхане;Guemueshane;Europe/Istanbul;"";217
746878;TR-28;Гиресун;Giresun;Europe/Istanbul;"";217
747711;TR-22;Эдирне;Edirne;Europe/Istanbul;"";217
748877;TR-19;Чорум;Corum;Europe/Istanbul;"";217
749747;TR-18;Чанкыры;Cankiri;Europe/Istanbul;"";217
749778;TR-17;Чанаккале;Canakkale;Europe/Istanbul;"";217
750268;TR-16;Бурса;Bursa;Europe/Istanbul;"";217
750510;TR-14;Болу;Bolu;Europe/Istanbul;"";217
751816;TR-08;Артвин;Artvin;Europe/Istanbul;"";217
752014;TR-05;Амасья;Amasya;Europe/Istanbul;"";217
780166;NO-20;Финнмарк;"Finnmark Fylke";Europe/Oslo;"";162
786339;MK-66;Ресен;Resen;Europe/Skopje;"";139
826294;RU-VLA;"Владимирская область";"Vladimirskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Europe/Moscow;"17";185
828259;AM-AG;Арагацотнская;"Aragatsotni Marz";Asia/Yerevan;"";9
828260;AM-AV;Армавирская;"Armaviri Marz";Asia/Yerevan;"";9
828262;AM-KT;Котайкская;"Kotayk\\\\\\\\\\\\\\\\\\\\\\'i Marz";Asia/Yerevan;"";9
828987;FI-ES;"Южная Финляндия";"Southern Finland Province";Europe/Helsinki;"";69
828988;FI-IS;"Восточная Финляндия";"Eastern Finland Province";Europe/Helsinki;"";69
828989;FI-LS;"Западная Финляндия";"Province of Western Finland";Europe/Helsinki;"";69
858785;PL-LB;"Люблинское воеводство";Lubelskie;Europe/Warsaw;"";174
858786;PL-MA;"Малопольское воеводство";"Wojewodztwo Malopolskie";Europe/Warsaw;"";174
858787;PL-MZ;"Мазовецкое воеводство";Mazowieckie;Europe/Warsaw;"";174
858788;PL-PK;"Подкарпатское воеводство";Podkarpackie;Europe/Warsaw;"";174
858789;PL-PD;"Подляское воеводство";Podlaskie;Europe/Warsaw;"";174
858790;PL-SK;"Свентокшишское воеводство";"Wojewodztwo Swietokrzyskie";Europe/Warsaw;"";174
858791;PL-WN;"Варминско-Мазурское воеводство";"Wojewodztwo Warminsko-Mazurskie";Europe/Warsaw;"";174
858889;MD-SN;"Левобережье Днестра";"Unitatea Teritoriala din Stinga Nistrului";Europe/Chisinau;"";136
858895;MD-GA;Гагаузия;Gagauzia;Europe/Chisinau;"";136
861487;MD-BD;Бендеры;"Municipiul Bender";Europe/Chisinau;"";136
862467;TR-74;Бартын;Bartin;Europe/Istanbul;"";217
862468;TR-78;Карабюк;Karabuek;Europe/Istanbul;"";217
862469;TR-77;Ялова;Yalova;Europe/Istanbul;"";217
862470;TR-75;Ардахан;Ardahan;Europe/Istanbul;"";217
862471;TR-69;Байбурт;Bayburt;Europe/Istanbul;"";217
862945;MK-56;"Ново Село";"Novo Selo";Europe/Skopje;"";139
862956;MK-51;"Македонска Каменица";"Makedonska Kamenica";Europe/Skopje;"";139
863485;MK-03;Берово;Berovo;Europe/Skopje;"";139
863486;MK-04;Битола;Bitola;Europe/Skopje;"";139
863836;MK-79;Чаир;"Opstina Cair";Europe/Skopje;"";139
863843;MK-21;Дебарца;Debar;Europe/Skopje;"";139
863854;MK-18;Гевгелия;Gevgelija;Europe/Skopje;"";139
863855;MK-19;Гостивар;Gostivar;Europe/Skopje;"";139
863856;MK-34;Илинден;Ilinden;Europe/Skopje;"";139
863860;MK-38;Карпош;"Opstina Karpos";Europe/Skopje;"";139
863861;MK-36;Кавадарци;Kavadarci;Europe/Skopje;"";139
863862;MK-40;Кичево;"Opstina Kicevo";Europe/Skopje;"";139
863865;MK-42;Кочани;"Opstina Kocani";Europe/Skopje;"";139
863873;MK-47;Куманово;Kumanovo;Europe/Skopje;"";139
863881;MK-54;Неготино;Negotino;Europe/Skopje;"";139
863883;MK-58;Охрид;Ohrid;Europe/Skopje;"";139
863888;MK-62;Прилеп;Prilep;Europe/Skopje;"";139
863890;MK-64;Радовиш;"Opstina Radovis";Europe/Skopje;"";139
863900;MK-83;Штип;"Opstina Stip";Europe/Skopje;"";139
863901;MK-72;Струга;Struga;Europe/Skopje;"";139
863902;MK-73;Струмица;Strumica;Europe/Skopje;"";139
863905;MK-69;"Свети Николе";"Sveti Nikole";Europe/Skopje;"";139
863907;MK-76;Тетово;Tetovo;Europe/Skopje;"";139
863909;MK-13;Велес;Veles;Europe/Skopje;"";139
863912;MK-14;Виница;Vinica;Europe/Skopje;"";139
864389;LT-AL;"Алитусский уезд";"Alytaus Apskritis";Europe/Vilnius;"";130
864477;LT-KU;"Каунасский уезд";"Kauno Apskritis";Europe/Vilnius;"";130
864478;LT-KL;"Клайпедский уезд";"Klaipedos Apskritis";Europe/Vilnius;"";130
864479;LT-MR;"Мариямпольский уезд";"Marijampoles Apskritis";Europe/Vilnius;"";130
864480;LT-PN;"Паневежский уезд";"Panevezys County";Europe/Vilnius;"";130
864481;LT-SA;"Шяуляйский уезд";"Siauliu Apskritis";Europe/Vilnius;"";130
864482;LT-TA;"Таурагский уезд";"Taurages Apskritis";Europe/Vilnius;"";130
864483;LT-TE;"Тельшяйский уезд";"Telsiu Apskritis";Europe/Vilnius;"";130
864484;LT-UT;"Утенский уезд";"Utenos Apskritis";Europe/Vilnius;"";130
864485;LT-VL;"Вильнюсский уезд";"Vilniaus Apskritis";Europe/Vilnius;"";130
864552;BG-07;"Габровская область";Gabrovo;Europe/Sofia;"";24
864553;BG-09;Кырджалийская;"Oblast Kurdzhali";Europe/Sofia;"";24
864554;BG-10;Кюстендилская;"Oblast Kyustendil";Europe/Sofia;"";24
864555;BG-27;Шуменская;"Oblast Shumen";Europe/Sofia;"";24
864556;BG-19;Силистренская;"Oblast Silistra";Europe/Sofia;"";24
864557;BG-20;Сливенская;"Oblast Sliven";Europe/Sofia;"";24
864558;BG-21;Смолянская;"Oblast Smolyan";Europe/Sofia;"";24
864559;BG-24;Старозагорская;"Oblast Stara Zagora";Europe/Sofia;"";24
864560;BG-25;Тырговиштская;"Oblast Turgovishte";Europe/Sofia;"";24
864561;BG-04;Великотырновская;"Oblast Veliko Turnovo";Europe/Sofia;"";24
864562;BG-05;Видинская;"Oblast Vidin";Europe/Sofia;"";24
864563;BG-28;Ямболская;"Oblast Yambol";Europe/Sofia;"";24
865084;SK-KI;Кошицкий;"Kosicky kraj";Europe/Bratislava;"";196
865085;SK-PV;Прешовский;"Presovsky kraj";Europe/Bratislava;"";196
865518;RO-IF;Илфов;Ilfov;Europe/Bucharest;"";184
865521;TR-81;Дюздже;Duezce;Europe/Istanbul;"";217
865536;GE-KK;Квемо-Картли;"Kvemo Kartli";Asia/Tbilisi;"";79
865537;GE-MM;Кахетия;Kakheti;Asia/Tbilisi;"";79
865539;GE-IM;Имеретия;Imereti;Asia/Tbilisi;"";79
865543;GE-SZ;"Самегрело и Земо-Сванети";"Samegrelo-Zemo Svanetis Mkhare";Asia/Tbilisi;"";79
865730;AL-BR;Берат;"Qarku i Beratit";Europe/Tirane;"";8
865732;AL-EL;Эльбасан;"Qarku i Elbasanit";Europe/Tirane;"";8
865733;AL-GJ;Гирокастра;"Qarku i Gjirokastres";Europe/Tirane;"";8
873909;MD-BA;Бэлць;"Municipiul Balti";Europe/Chisinau;"";136
887358;ZW-MA;Маникаленд;"Manicaland Province";Africa/Harare;"";243
896972;ZM-07;Южная;"Southern Province";Africa/Lusaka;"";241
909129;ZM-09;Лусака;"Lusaka Province";Africa/Lusaka;"";241
917524;ZM-08;Коппербелт;"Copperbelt Province";Africa/Lusaka;"";241
921064;ZM-02;Центральная;"Central Province";Africa/Lusaka;"";241
921882;KM-G;Нгазиджа;"Grande Comore";Indian/Comoro;"";116
922001;KM-A;Анжуан;Ndzuwani;Indian/Comoro;"";116
923817;MW-S;"Южный регион";"Southern Region";Africa/Blantyre;"";151
924591;MW-N;"Северный регион";"Northern Region";Africa/Blantyre;"";151
931597;MW-C;"Центральный регион";"Central Region";Africa/Blantyre;"";151
932506;LS-A;Масеру;Maseru;Africa/Maseru;"";129
932932;LS-D;Берья;Berea;Africa/Maseru;"";129
933044;BW-SE;Юго-Восточный;"South East District";Africa/Gaborone;"";35
933210;BW-NE;Северо-Восточный;"North East District";Africa/Gaborone;"";35
933851;BW-CE;Центральный;"Central District";Africa/Gaborone;"";35
934153;MU-PL;Порт-Луи;"Port Louis District";Indian/Mauritius;"";149
934166;MU-PW;Плен-Вилем;"Plaines Wilhems District";Indian/Mauritius;"";149
934275;MU-MO;Мока;"Moka District";Indian/Mauritius;"";149
934718;MU-BL;Ривьер-Нуар;"Black River District";Indian/Mauritius;"";149
934994;SZ-MA;Манзини;"Manzini District";Africa/Mbabane;"";205
935085;SZ-HH;Хохо;"Hhohho District";Africa/Mbabane;"";205
967573;ZA-FS;Фри-Стейт;"Free State";Africa/Johannesburg;"";240
972062;ZA-NL;"Квазулу-Натал провинция";"Province of KwaZulu-Natal";Africa/Johannesburg;"";240
1024312;MZ-Q;Замбезия;"Provincia de Zambezia";Africa/Maputo;"";154
1026010;MZ-T;Тете;Tete;Africa/Maputo;"";154
1026804;MZ-S;Софала;"Sofala Province";Africa/Maputo;"";154
1033354;MZ-N;Нампула;Nampula;Africa/Maputo;"";154
1040649;MZ-L;Мапуту;"Maputo Province";Africa/Maputo;"";154
1051823;MZ-P;Кабу-Делгаду;"Cabo Delgado Province";Africa/Maputo;"";154
1085593;ZA-EC;"Восточная Капская провинция";"Province of Eastern Cape";Africa/Johannesburg;"";240
1085594;ZA-GT;Гаутенг;Gauteng;Africa/Johannesburg;"";240
1085595;ZA-MP;Мпумаланга;Mpumalanga;Africa/Johannesburg;"";240
1085596;ZA-NC;"Северная Капская провинция";"Province of Northern Cape";Africa/Johannesburg;"";240
1085597;ZA-LP;Лимпопо;Limpopo;Africa/Johannesburg;"";240
1085598;ZA-NW;"Северо-Западная провинция";"Province of North West";Africa/Johannesburg;"";240
1085599;ZA-WC;"Западная Капская провинция";"Province of the Western Cape";Africa/Johannesburg;"";240
1105843;ZW-BU;Булавайо;"Bulawayo Province";Africa/Harare;"";243
1105844;ZW-HA;Хараре;"Harare Province";Africa/Harare;"";243
1105845;MZ-MPM;Мапуту;"Cidade de Maputo";Africa/Maputo;"";154
1114926;UZ-SU;Сурхандарьинская;"Surxondaryo Viloyati";Asia/Samarkand;"";227
1114927;UZ-SA;Самаркандская;"Samarqand Viloyati";Asia/Samarkand;"";227
1114928;UZ-QA;"Кашкадаринская область";"Qashqadaryo Province";Asia/Samarkand;"";227
1114929;UZ-BU;"Бухарская область";"Bukhara Province";Asia/Tashkent;"";227
1121143;AF-ZAB;Забуль;"Wilayat-e Zabul";Asia/Kabul;"";5
1138335;AF-KAN;Кандагар;Kandahar;Asia/Kabul;"";5
1138957;AF-KAB;Кабул;"Wilayat-e Kabul";Asia/Kabul;"";5
1150006;TH-92;Транг;"Changwat Trang";Asia/Bangkok;"";210
1150489;TH-63;Так;"Changwat Tak";Asia/Bangkok;"";210
1150514;TH-84;Сураттани;"Changwat Surat Thani";Asia/Bangkok;"";210
1150532;TH-64;Сукхотхай;"Changwat Sukhothai";Asia/Bangkok;"";210
1150953;TH-70;Ратчабури;"Changwat Ratchaburi";Asia/Bangkok;"";210
1150964;TH-85;Ранонг;"Changwat Ranong";Asia/Bangkok;"";210
1151073;TH-77;Прачуапкхирикхан;"Changwat Prachuap Khiri Khan";Asia/Bangkok;"";210
1151253;TH-83;Пхукет;"Phuket Province";Asia/Bangkok;"";210
1151416;TH-76;Пхетчабури;"Changwat Phetchaburi";Asia/Bangkok;"";210
1152467;TH-51;Лампхун;"Changwat Lamphun";Asia/Bangkok;"";210
1152472;TH-52;Лампанг;"Changwat Lampang";Asia/Bangkok;"";210
1152631;TH-81;Краби;"Changwat Krabi";Asia/Bangkok;"";210
1153080;TH-71;Канчанабури;"Changwat Kanchanaburi";Asia/Bangkok;"";210
1153089;TH-62;Кампхэнгпхет;"Changwat Kamphaeng Phet";Asia/Bangkok;"";210
1153555;TH-86;Чумпхон;"Changwat Chumphon";Asia/Bangkok;"";210
1153668;TH-57;Чианграй;"Changwat Chiang Rai";Asia/Bangkok;"";210
1153670;TH-50;Чиангмай;"Chiang Mai Province";Asia/Bangkok;"";210
1159456;IR-13;"Систан и Белуджистан";"Ostan-e Sistan va Baluchestan";Asia/Tehran;"";106
1162015;PK-IS;"Федеральная столичная территория";"Islamabad Capital Territory";Asia/Karachi;"";173
1164807;PK-SD;Синд;Sindh;Asia/Karachi;"";173
1167710;PK-PB;Пенджаб;Punjab;Asia/Karachi;"";173
1168873;PK-KP;Хайбер-Пахтунхва;"Khyber Pakhtunkhwa Province";Asia/Karachi;"";173
1168878;PK-GB;Гилгит-Балтистан;Gilgit-Baltistan;Asia/Karachi;"";173
1183606;PK-BA;Белуджистан;Balochistan;Asia/Karachi;"";173
1184196;PK-JK;"Азад Кашмир";"Azad Kashmir";Asia/Karachi;"";173
1213642;ID-SU;"Северная Суматра";"Sumatera Utara";Asia/Jakarta;"";100
1215638;ID-AC;Ачех;"Nanggroe Aceh Darussalam Province";Asia/Jakarta;"";100
1223421;LK-1;Западная;"Western Province";Asia/Colombo;"";127
1232860;LK-6;Северо-западная;"North Western Province";Asia/Colombo;"";127
1249296;LK-2;Центральная;"Central Province";Asia/Colombo;"";127
1252881;IN-WB;"Западная Бенгалия";"State of West Bengal";Asia/Kolkata;"";103
1253626;IN-UP;Уттар-Прадеш;"State of Uttar Pradesh";Asia/Kolkata;"";103
1254169;IN-TR;Трипура;"State of Tripura";Asia/Kolkata;"";103
1255053;IN-TN;Тамилнад;"State of Tamil Nadu";Asia/Kolkata;"";103
1256312;IN-SK;Сикким;"State of Sikkim";Asia/Kolkata;"";103
1258899;IN-RJ;Раджастхан;"State of Rajasthan";Asia/Kolkata;"";103
1259223;IN-PB;Пенджаб;"State of Punjab";Asia/Kolkata;"";103
1259424;IN-PY;Пондишери;"Union Territory of Puducherry";Asia/Kolkata;"";103
1261029;IN-OR;Орисса;"State of Odisha";Asia/Kolkata;"";103
1262271;IN-NL;Нагаланд;"State of Nagaland";Asia/Kolkata;"";103
1262963;IN-MZ;Мизорам;"State of Mizoram";Asia/Kolkata;"";103
1263207;IN-ML;Мегхалая;"State of Meghalaya";Asia/Kolkata;"";103
1263706;IN-MN;Манипур;"State of Manipur";Asia/Kolkata;"";103
1264418;IN-MH;Махараштра;"State of Maharashtra";Asia/Kolkata;"";103
1264542;IN-MP;Мадхья-Прадеш;"State of Madhya Pradesh";Asia/Kolkata;"";103
1267254;IN-KL;Керала;"State of Kerala";Asia/Kolkata;"";103
1267701;IN-KA;Карнатака;"State of Karnataka";Asia/Kolkata;"";103
1269320;IN-JK;"Джамму и Кашмир";"State of Jammu and Kashmir";Asia/Kolkata;"";103
1270101;IN-HP;Химачал-Прадеш;"State of Himachal Pradesh";Asia/Kolkata;"";103
1270260;IN-HR;Харьяна;"State of Haryana";Asia/Kolkata;"";103
1270770;IN-GJ;Гуджарат;"State of Gujarat";Asia/Kolkata;"";103
1271155;IN-DD;"Даман и Диу";"Union Territory of Daman and Diu";Asia/Kolkata;"";103
1271157;IN-GA;Гоа;Goa;Asia/Kolkata;"";103
1273293;IN-DL;Дели;"National Capital Territory of Delhi";Asia/Kolkata;"";103
1273726;IN-DN;"Дадра и Нагар-Хавели";"Union Territory of Dadra and Nagar Haveli";Asia/Kolkata;"";103
1274744;IN-CH;Чандигарх;"Union Territory of Chandigarh";Asia/Kolkata;"";103
1275715;IN-BR;Бихар;"State of Bihar";Asia/Kolkata;"";103
1278253;IN-AS;Ассам;"State of Assam";Asia/Kolkata;"";103
1278341;IN-AR;Аруначал-Прадеш;"State of Arunachal Pradesh";Asia/Kolkata;"";103
1278629;IN-AP;Андхра-Прадеш;"State of Andhra Pradesh";Asia/Kolkata;"";103
1278647;IN-AN;"Андаманские и Никобарские острова";"Union Territory of Andaman and Nicobar Islands";Asia/Kolkata;"";103
1279685;CN-54;Тибетский;"Tibet Autonomous Region";Asia/Urumqi;"";48
1280239;CN-63;Цинхай;"Qinghai Sheng";Asia/Urumqi;"";48
1337166;BD-E;Раджшахи;"Rajshahi Division";Asia/Dhaka;"";21
1337179;BD-C;Дакка;"Dhaka Division";Asia/Dhaka;"";21
1337200;BD-B;Читтагонг;Chittagong;Asia/Dhaka;"";21
1337286;BT-11;Паро;"Paro Dzongkhag";Asia/Thimphu;"";33
1337293;BT-15;Тхимпху;"Thimphu Dzongkhag";Asia/Thimphu;"";33
1337624;MV-MLE;Мале;Maale;Indian/Maldives;"";150
1346798;KG-O;"Ошская область";"Osh Oblasty";Asia/Bishkek;"";113
1444364;IN-CT;Чхаттисгарх;"State of Chhattisgarh";Asia/Kolkata;"";103
1444365;IN-JH;Джаркханд;"State of Jharkhand";Asia/Kolkata;"";103
1444366;IN-UT;Уттаракханд;"State of Uttarakhand";Asia/Kolkata;"";103
1477362;BD-G;Силхет;"Sylhet Division";Asia/Dhaka;"";21
1484839;UZ-TK;Ташкент;"Toshkent Shahri";Asia/Tashkent;"";227
1484841;UZ-NW;Навоийская;"Navoiy Province";Asia/Samarkand;"";227
1484842;UZ-NG;"Наманганская область";"Namangan Province";Asia/Tashkent;"";227
1484843;UZ-XO;Хорезмская;"Xorazm Viloyati";Asia/Samarkand;"";227
1484844;UZ-JI;"Жиззахская область";"Jizzakh Province";Asia/Tashkent;"";227
1484845;UZ-FA;Ферганская;Fergana;Asia/Tashkent;"";227
1484846;UZ-AN;"Андижанская область";Andijan;Asia/Tashkent;"";227
1486462;RU-YAN;"Ямало-Ненецкий АО";"Yamalo-Nenetskiy Avtonomnyy Okrug";Asia/Yekaterinburg;7114;185
1488747;RU-TYU;"Тюменская область";"Tyumenskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Asia/Yekaterinburg;"71";185
1488873;RU-TY;Тыва;"Respublika Tyva";Asia/Krasnoyarsk;"93";185
1489421;RU-TOM;"Томская область";"Tomskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Asia/Krasnoyarsk;"69";185
1490542;RU-SVE;"Свердловская область";"Sverdlovskaya Oblast\\\\\\\\\\\\\\\\\\\\\\'";Asia/Yekaterinburg;"65";185
